"LOCATION","Country","VARIABLE","Variable","SCENARIO","Scenario","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2030","2030",6035710,,
"AUS","Australia","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2040","2040",6392216,,
"AUS","Australia","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2050","2050",6729474,,
"AUS","Australia","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2060","2060",7028558,,
"AUS","Australia","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2020","2020",35.0170388996097,,
"AUS","Australia","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2023","2023",35.5394146529825,,
"AUS","Australia","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2030","2030",35.07333,,
"AUS","Australia","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2040","2040",36.3575,,
"AUS","Australia","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2050","2050",37.66885,,
"AUS","Australia","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2060","2060",39.72571,,
"AUS","Australia","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2020","2020",399.922,,
"AUS","Australia","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2023","2023",412.875796578279,,
"AUS","Australia","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2030","2030",305.4323,,
"AUS","Australia","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2040","2040",153.5345,,
"AUS","Australia","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2050","2050",40.87331,,
"AUS","Australia","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2060","2060",43.1322,,
"AUS","Australia","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2020","2020",101974.712283309,,
"AUS","Australia","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2023","2023",103199.305220658,,
"AUS","Australia","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2030","2030",107365.6,,
"AUS","Australia","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2040","2040",120766.3,,
"AUS","Australia","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2050","2050",137230.6,,
"AUS","Australia","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2060","2060",162091.1,,
"AUS","Australia","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2020","2020",67.7727426720705,,
"AUS","Australia","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2023","2023",69.1854845888049,,
"AUS","Australia","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2030","2030",70.8700482883183,,
"AUS","Australia","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2040","2040",72.9551472408115,,
"AUS","Australia","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2050","2050",73.3305690323678,,
"AUS","Australia","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2060","2060",72.4119213917616,,
"AUS","Australia","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2020","2020",12880736.4995578,,
"AUS","Australia","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2023","2023",13586933.2780813,,
"AUS","Australia","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2030","2030",15475862.8864647,,
"AUS","Australia","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2040","2040",17715667.0838142,,
"AUS","Australia","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2050","2050",19582872.700159,,
"AUS","Australia","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2060","2060",21047529.2956698,,
"AUS","Australia","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2020","2020",0.68960640009839,,
"AUS","Australia","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2023","2023",0.660922224482871,,
"AUS","Australia","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2030","2030",0.6214549,,
"AUS","Australia","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2040","2040",0.5997797,,
"AUS","Australia","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2050","2050",0.5812887,,
"AUS","Australia","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2060","2060",0.5643267,,
"AUS","Australia","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2020","2020",-3.2492034711776,,
"AUS","Australia","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2023","2023",0.550862389912465,,
"AUS","Australia","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2030","2030",-0.0633829,,
"AUS","Australia","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2040","2040",-0.0000791417,,
"AUS","Australia","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2050","2050",0,,
"AUS","Australia","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2060","2060",0,,
"AUS","Australia","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2020","2020",1972898000000,,
"AUS","Australia","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2023","2023",2586662065091.1,,
"AUS","Australia","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2030","2030",3617038000000,,
"AUS","Australia","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2040","2040",5914195000000,,
"AUS","Australia","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2050","2050",9524055000000,,
"AUS","Australia","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2060","2060",15446970000000,,
"AUS","Australia","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2020","2020",2019213999999.99,,
"AUS","Australia","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2023","2023",2244281076424.01,,
"AUS","Australia","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2030","2030",2631011000000,,
"AUS","Australia","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2040","2040",3361999000000,,
"AUS","Australia","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2050","2050",4229465000000,,
"AUS","Australia","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2060","2060",5358809000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",1202792223571.83,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",1336858711474.97,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",1567202000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",2002627000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",2519346000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",3192057000000,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",46882.7970661746,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",50475.7139182801,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",53091.01,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",60207.24,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",68333.01,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",79224.7,,
"AUS","Australia","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2020","2020",2087025711874.59,,
"AUS","Australia","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2023","2023",2231985905522.34,,
"AUS","Australia","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2030","2030",2632680000000,,
"AUS","Australia","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2040","2040",3362002000000,,
"AUS","Australia","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2050","2050",4229465000000,,
"AUS","Australia","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2060","2060",5358809000000,,
"AUS","Australia","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",1243168982189.71,,
"AUS","Australia","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",1329516752305.69,,
"AUS","Australia","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",1568196000000,,
"AUS","Australia","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",2002628000000,,
"AUS","Australia","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",2519346000000,,
"AUS","Australia","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",3192057000000,,
"AUS","Australia","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",48641.6401850399,,
"AUS","Australia","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",50207.8971966993,,
"AUS","Australia","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",53131.66,,
